2.8743,277.52,-331.39,80.684
-1.4507,-285.12,361.64,-77.753
11.706,343.46,-403.51,1.9375
6.0729,366.07,-14.347,-80.685
-4.7097,342.33,-550.36,8.0104
-7.2834,-189.79,-523.54,49.405
-10.983,-159.74,-23.086,-86.335
12.395,303.67,324.79,41.745
-9.4243,-51.735,-587.94,-25.858
-11.772,74.429,279.95,75.092
-7.6044,328.99,367.76,-58.151
5.7752,340.88,-393.39,-58.224
11.691,80.433,-22.11,-87.133
5.9207,123.47,486.94,-67.503
-12.714,55.734,-348.17,63.255
-3.5833,371.7,241.85,-75.39
11.792,326.73,142.19,-61.865
-5.7926,-323.05,105.3,-85.382
4.4749,-445.88,-2.1793,-70.288
-6.7786,-264.46,79.942,-90.048
-15.574,320.44,-106.88,32.422
-4.1901,-345.07,-555.34,3.3652
9.3834,442.7,-219.35,-42.004
15.656,209.37,69.992,-54.765
11.031,-304.92,143.13,-68.881
-11.655,307.71,422.72,-20.186
-3.9265,306.36,408.5,-65.838
-7.7607,415.89,-418.33,16.536
-14.26,169.19,442.87,-9.1459
18.144,71.726,133.94,-38.836
2.3628,-482.17,-44.611,65.305
11.133,18.745,-225.07,83.232
16.187,70.426,-40.544,-61.798
-13.23,-406.35,237.23,2.983
13.061,-6.0698,522.01,-9.4685
-13.249,36.144,-483.25,-29.252
8.1833,-308.58,348.56,62.182
8.2098,135.19,113.85,94.812
6.3909,-427.14,424.71,20.405
-11.129,-168.97,-424.99,-53.185
-2.5634,46.306,-331.51,-95.015
0.37044,-216.79,-641.22,18.007
2.9512,308.63,14.244,-92.807
13.66,-160.82,357.2,-48.329
7.6238,-480.83,-326.59,11.809
9.1167,379.54,-287.83,-52.506
2.1909,301.15,-413.01,68.503
13.857,147.24,-49.532,-73.566
-12.226,152.48,235.89,-72.394
2.4359,455.59,21.039,-71.379
-7.2628,349.24,-137.01,-77.195
-0.70023,17.805,495.33,76.562
5.2494,-302.75,462.32,53.974
-16.33,-204.51,251.17,-32.051
3.5769,326.54,-427.69,-60.29
-8.7512,-505.83,208.06,-19.238
17.23,-235.06,-184.79,-20.539
-9.0564,354.12,426.07,31.09
-14.21,337.7,-268.55,-18.291
12.487,-231.76,196.55,67.467
-9.4099,414.37,33.351,61.01
-8.8761,-341.01,-274.01,63.104
-16.073,-106.03,307.96,-39.488
-12.544,-89.644,-481.35,-35.199
-1.7749,-119.01,-430.4,82.616
4.8864,-345.42,-462.08,-46.269
10.423,-72.998,424.32,-63.707
12.514,150.07,513.13,4.8875
5.4447,386.37,-345.41,57.242
-1.7906,-549.33,-200.76,-34.291
7.6976,-165.33,-491.67,-57.664
13.463,-213.25,75.136,-69.175
0.20153,-193.27,475.99,72.006
-8.548,-419.76,-374.97,24.825
7.6763,-386.64,453.57,-17.741
-14.991,-88.423,-299.93,51.668
-9.522,-282.38,-366.86,57.667
-1.5847,512.71,263.47,-41.451
4.5141,33.202,627.69,39.967
4.2793,471.04,159.47,-60.359
-8.5703,329.88,-347.13,57.094
-16.36,113.78,-192.52,50.398
-6.672,-361.22,-361.53,-56.505
8.3287,465.05,-334.78,-11.224
-3.6428,117.77,-644.05,29.927
8.4425,301.67,361,60.636
16.371,-86.759,385,6.1953
