-8.5987,282.03,-381.52,59.68
-12.268,-360.42,318.58,27.147
2.1601,395.57,270.1,70.549
10.616,186.08,182.37,-81.387
-7.8533,-527.9,-161.53,-22.658
-0.48194,396.02,-318.03,-66.413
-10.171,-117.02,-527.62,39.07
11.819,-343.61,-149.75,57.795
-1.2329,-599.87,116.84,-3.598
1.9216,-383.33,-68.796,83.231
-12.286,-369.33,224.56,-41.974
-17.614,272.07,20.709,12.121
-14.479,255.1,360.62,-20.187
9.7534,44.293,-431.13,66.524
16.335,98.859,-76.64,58.229
-12.65,167.7,131.81,75.705
9.8161,369.66,-272.18,-53.13
10.91,243.51,230.69,-71.608
5.619,110.57,-563.54,52.676
13.904,355.02,75.077,-43.93
-12.458,57.905,319.77,-68.245
-7.8514,-522.96,-0.99563,-36.126
-0.31233,438.89,-66.891,75.086
3.8118,-83.993,-560.63,-59.541
-12.914,96.571,-512.61,11.896
7.9117,336.12,447.55,-38.572
-12.041,147.86,279.82,-69.945
3.1949,-489.04,-401.61,0.24406
6.161,-370.27,-389.13,51.972
-0.70029,-389.55,-246.54,-74.583
3.3386,329.34,336.77,-73.125
-11.078,70.123,461.4,-53.814
10.477,-78.474,418.83,63.621
-4.785,-83.4,629.02,-36.923
-11.631,248.06,458.41,26.048
-3.7614,143.86,-413.65,-81.645
-12.149,247.87,266.27,61.341
-11.773,-469.37,-30.376,-27.256
3.7556,-63.255,-463.32,-78.082
1.166,7.5846,677.18,-24.866
-6.5748,-287.69,-7.3056,89.253
-9.7837,-20.809,328.59,79.827
9.3855,-126.1,-402.01,69.454
10.186,239.74,-234.78,75.032
-8.7348,-144.49,214.91,88.405
4.1323,226,-447.21,70.197
12.812,-26.804,222.56,75.749
17.182,266.25,-152.74,11.31
12.549,400.23,277.7,-13.147
-5.5737,25.077,254.05,-97.378
-12.036,438.59,-147.36,29.855
10.137,-294.82,-239.06,68.22
-12.801,376.91,-184.48,-40.995
-9.0208,-333.74,382.8,48.313
-6.2807,-46.254,-66.81,-102.7
11.381,-481.04,-66.115,-21.913
4.1991,473.47,-80.397,-63.579
2.7132,-298.71,473.79,-57.674
13.572,-327.09,-313.74,22.926
2.8217,-362.54,497.54,-37.321
-11.516,137.8,-394.9,59.133
13.669,-387.81,-244.97,-0.32361
5.1048,-290.02,436.65,61.406
-0.64754,282.99,-189.42,-91.858
-16.387,2.501,294.91,41.036
-9.8974,516.06,-67.652,17.359
-0.45316,-370.35,-468.82,46.436
-16.199,-115.19,206.18,50.48
-14.912,73.216,117.6,68.602
-12.052,72.721,190.81,80.487
-8.6245,355.4,-197.23,-68.195
-10.558,-399.69,-8.1881,-58.983
5.0436,-290.2,334.74,75.757
7.6709,-364.02,323.97,-57.664
8.6503,385.27,-434.2,-16.841
9.967,269.38,-464.24,-36.233
9.6648,357.61,243.54,59.675
10.243,-315.99,264.02,-62.017
8.5726,-140.91,521.42,49.062
-8.9481,-324.47,-398.41,47.051
19.179,-3.8982,-184.24,7.0234
-13.623,317.19,206.94,-45.384
6.1364,165.49,-176.81,-95.583
-11.037,223.43,492.51,26.612
-8.6643,143.02,-243.59,-87.414
-4.9911,219.95,-401.69,-75.126
-9.62,352.48,193.24,-64.814
0.37489,236.67,-633.53,-16.648
12.989,-283.98,374.36,27.177
-4.5839,98.431,385.33,85.672
4.7526,-576.24,-157.78,-0.36631
2.661,312.15,-438.99,-62.123
6.9094,-416.99,-395.16,-32.853
-5.9878,-301.12,-481.94,47.332
11.955,82.43,435.11,52.407
17.276,-31.359,146.46,-47.994
11.54,429.39,-287.34,-0.44207
-9.6147,42.535,-340.59,78.907
14.081,-396.82,-107.56,24.782
-12.261,220.49,485.58,6.8446
0.022261,-371.52,513.59,-32.251
10.409,454.25,17.376,-45.274
10.061,202.92,220.79,79.696
-5.7585,-413.36,382.6,-42.57
7.365,-313.88,-537.34,-6.6055
14.423,-381.62,97.93,-27.128
-11.867,-286.14,-423.13,26.115
-15.072,-378.2,-112.63,15.202
12.008,460.67,-37.332,27.491
-2.2285,-431.43,-486.12,-1.2954
-2.7624,432.34,-469.61,-17.199
11.649,-368.61,376.47,-3.2658
7.2861,417.57,34.581,-68.687
17.52,-226.17,-170.07,-17.793
-9.526,27.459,-170.26,91.921
-11.453,314.24,-345.48,43.441
-3.9882,411.24,-415.37,42.329
-0.010979,-435.71,-238.85,66.592
4.1157,278.96,-325.3,80.105
12.073,341.7,251.33,47.59
-0.26785,530.2,-16.889,53.868
-3.1109,-381.04,-39.091,83.303
12.347,-245.76,-322.49,-53.266
-8.9676,285.23,510.76,-21.329
6.4727,-538.07,238.21,-1.5549
12.216,-346.31,309.36,-34.996
6.5995,-12.802,210.57,-97.486
-5.0784,270.62,427.66,65.616
0.87213,416.65,459.56,34.042
-12.008,-366.46,-211.09,-46.566
14.199,48.374,161.61,-71.62
-3.9317,455.87,329.02,46.245
-8.4133,530.77,-2.7133,-27.656
11.379,266.65,308.64,-58.425
-1.6567,463.52,-432.08,-19.586
-6.8834,245.41,-428.11,-63.651
-10.056,-288.19,-428.05,40.446
2.9155,9.844,-432.77,83.984
-10.01,-292.63,34.489,-78.406
-15.141,360.13,13.215,29.194
3.34,538.86,-165.12,40.286
-8.5025,-402.26,-263.4,-53.812
-3.8026,321.35,-475.03,51.364
9.8368,-151.09,485.32,-49.762
11.483,-115.41,155.44,-83.22
-6.1656,-282.55,-72.978,-90.071
12.983,316.47,-251.55,45.978
14.094,232.68,334,36.094
-11.208,-60.704,431.04,58.883
10.453,253.07,485.81,26.577
4.0981,480.81,-40.488,63.136
9.8275,-234.35,386.77,-59.775
4.5536,-347.37,530.33,-22.888
7.3095,156.68,-535.4,-49.883
10.255,397.88,-386.56,-4.3583
-3.7003,347.85,357.2,67.061
-13.78,-172.96,-182.67,-66.694
-15.078,-383.82,-38.424,17.709
-0.66264,-329.06,404.51,-66.309
4.752,-138.86,528.8,-61.247
-7.5722,344.62,317.6,62.545
0.83183,-409.84,122.3,-78.456
-7.6807,270.37,441.49,54.911
-13.334,312.49,-10.543,-58.542
4.8118,-464.02,-373.7,29.894
11.332,255.48,-177.76,-71.917
11.302,404.87,-222.86,40.267
-19.493,-15.842,137.28,-0.1982
-2.8117,286.6,-424.06,68.136
10.738,-312.93,-418.07,-31.927
-9.6203,315.01,-461.69,-26.777
10.728,300.15,360.45,-48.755
3.5459,306.72,327.7,76.554
-14.238,-313.8,313.63,-15.777
8.4991,-229.36,429.44,-59.39
5.5387,24.063,613.99,41.964
1.7841,-125.13,679,1.3327
-10.662,-27.527,-526.86,-40.51
-10.705,352.63,374.03,32.369
-11.976,144.01,47.972,82.912
-4.0753,400.44,-438.02,-39.677
11.38,-24.971,-561.82,16.162
15.302,-59.805,435.21,-11.066
-9.3477,266.53,373.93,-60.083
8.221,240.42,-560.15,17.592
12.741,-57.762,162.08,79.213
-0.86439,-408.11,316.28,-64.173
-9.429,-351.64,-248.45,61.234
10.036,295.63,-494.12,8.9203
-1.5988,323.36,-562.48,-27.041
-9.5866,-355.3,-344.88,-47.488
16.371,76.247,-24.855,-60.339
9.7332,486.52,-205.16,-20.983
-13.927,-414.22,-144.22,6.338
12.514,-267.39,417.02,-24.805
-14.733,302.3,-88.227,47.516
-12.525,-301.39,-206.01,56.918
12.117,290.39,-392.56,31.87
6.7755,470.38,-356.35,-18.448
-4.2254,-516.2,-315.74,19.734
0.21606,-147.91,-647.67,30.54
8.7372,-337.95,235.17,-67.864
-13.409,36.673,-512.95,-0.62311
8.8674,-478.4,152.22,-40.678
7.7167,-543.44,-123.87,16.494
-1.2237,394.28,-261.07,72.246
3.2004,566.59,209.3,-15.822
-5.7628,-156.04,-230.42,-93.471
-9.551,128.2,-402.59,68.36
-3.2573,-428.24,40.28,75.396
13.263,-283.87,-372.16,-24.791
-7.763,-400.51,381.14,-37.349
-7.6932,-51.791,321.45,86.63
-6.6923,-407.54,462.79,2.2795
-11.851,429.13,262.15,9.8389
0.75004,-121.58,584.8,55.28
9.3404,392.04,130.79,-62.815
12.763,217.06,232.74,64.543
8.2669,91.889,244.88,90.019
-5.0941,53.571,-272.25,-96.133
-8.8886,277.69,48.882,83.71
4.9792,-393.52,339.02,58.283
9.3383,211.84,-381.65,-65.406
14.01,432.15,0.46348,4.2852
-12.502,-449.99,-70.309,24.6
-0.701,372.66,530.3,-23.947
-14.82,326.86,181.87,32.659
-6.2666,388.06,430.84,36.8
15.742,-342.99,122.6,16.936
-9.4994,403.77,374.59,22.828
-16.286,187.37,-47.019,-52.371
1.6526,-458.9,60.08,70.717
-8.3033,-319.06,-504.62,-17.993
-6.8223,466.66,271.74,41.571
8.2514,262.53,454.57,51.489
11.811,-423.02,41.544,-43.979
17.169,-88.281,-67.999,-51.734
-3.9573,-409.62,489.25,14.122
4.6806,424.96,-467.86,-10.111
-8.7023,-167.75,406.24,-68.453
3.486,326.03,-516.93,39.887
6.3055,-264.4,14.505,-92.071
4.6054,529.15,285.41,-17.617
-5.2484,-326.46,78.675,-86.743
-4.7979,282.86,-26.859,93.018
-10.896,-476.12,-208.51,4.0402
10.99,162.46,132.47,83.684
-0.32339,93.864,662.62,-29.246
-6.2016,-161.64,272.75,89.893
